run_id,trial,period_us,quota_us,workers,pattern,rate,burst_low,burst_high,burst_period_sec
unlim_w2_mod_steady_rep4,4,0,0,2,steady,50.0,30.0,70.0,10
p100_w4_mod_steady_rep4,4,100000,50000,4,steady,50.0,30.0,70.0,10
p50_w1_mod_bursty_rep5,5,50000,25000,1,bursty,50.0,30.0,70.0,10
unlim_w1_mod_steady_rep1,1,0,0,1,steady,50.0,30.0,70.0,10
p50_w4_high_bursty_rep4,4,50000,25000,4,bursty,80.0,60.0,100.0,10
p250_w4_high_steady_rep5,5,250000,125000,4,steady,80.0,60.0,100.0,10
p50_w1_mod_steady_rep3,3,50000,25000,1,steady,50.0,30.0,70.0,10
p250_w1_mod_bursty_rep2,2,250000,125000,1,bursty,50.0,30.0,70.0,10
p100_w1_high_bursty_rep2,2,100000,50000,1,bursty,80.0,60.0,100.0,10
p10_w4_mod_steady_rep4,4,10000,5000,4,steady,50.0,30.0,70.0,10
p250_w4_high_bursty_rep3,3,250000,125000,4,bursty,80.0,60.0,100.0,10
p100_w2_high_bursty_rep1,1,100000,50000,2,bursty,80.0,60.0,100.0,10
p10_w1_high_bursty_rep4,4,10000,5000,1,bursty,80.0,60.0,100.0,10
p100_w4_mod_bursty_rep1,1,100000,50000,4,bursty,50.0,30.0,70.0,10
unlim_w2_high_steady_rep4,4,0,0,2,steady,80.0,60.0,100.0,10
p100_w4_high_bursty_rep5,5,100000,50000,4,bursty,80.0,60.0,100.0,10
p50_w1_mod_bursty_rep4,4,50000,25000,1,bursty,50.0,30.0,70.0,10
p100_w4_high_steady_rep2,2,100000,50000,4,steady,80.0,60.0,100.0,10
p10_w4_high_steady_rep4,4,10000,5000,4,steady,80.0,60.0,100.0,10
p50_w2_high_steady_rep1,1,50000,25000,2,steady,80.0,60.0,100.0,10
p50_w2_high_steady_rep5,5,50000,25000,2,steady,80.0,60.0,100.0,10
p10_w4_mod_steady_rep2,2,10000,5000,4,steady,50.0,30.0,70.0,10
p50_w2_high_steady_rep4,4,50000,25000,2,steady,80.0,60.0,100.0,10
p250_w2_high_steady_rep4,4,250000,125000,2,steady,80.0,60.0,100.0,10
p100_w4_mod_steady_rep3,3,100000,50000,4,steady,50.0,30.0,70.0,10
p50_w4_high_bursty_rep2,2,50000,25000,4,bursty,80.0,60.0,100.0,10
unlim_w4_high_steady_rep5,5,0,0,4,steady,80.0,60.0,100.0,10
p50_w2_high_bursty_rep3,3,50000,25000,2,bursty,80.0,60.0,100.0,10
p10_w2_mod_bursty_rep1,1,10000,5000,2,bursty,50.0,30.0,70.0,10
p250_w4_mod_steady_rep2,2,250000,125000,4,steady,50.0,30.0,70.0,10
p10_w4_high_bursty_rep5,5,10000,5000,4,bursty,80.0,60.0,100.0,10
p250_w2_high_bursty_rep4,4,250000,125000,2,bursty,80.0,60.0,100.0,10
p10_w2_mod_steady_rep1,1,10000,5000,2,steady,50.0,30.0,70.0,10
p50_w1_high_steady_rep5,5,50000,25000,1,steady,80.0,60.0,100.0,10
p250_w1_high_bursty_rep3,3,250000,125000,1,bursty,80.0,60.0,100.0,10
p10_w4_high_bursty_rep4,4,10000,5000,4,bursty,80.0,60.0,100.0,10
p100_w4_mod_bursty_rep5,5,100000,50000,4,bursty,50.0,30.0,70.0,10
p10_w1_high_steady_rep2,2,10000,5000,1,steady,80.0,60.0,100.0,10
p10_w1_high_bursty_rep3,3,10000,5000,1,bursty,80.0,60.0,100.0,10
p250_w1_mod_steady_rep1,1,250000,125000,1,steady,50.0,30.0,70.0,10
unlim_w2_mod_bursty_rep1,1,0,0,2,bursty,50.0,30.0,70.0,10
p100_w2_mod_bursty_rep3,3,100000,50000,2,bursty,50.0,30.0,70.0,10
p250_w1_mod_bursty_rep1,1,250000,125000,1,bursty,50.0,30.0,70.0,10
p100_w2_high_steady_rep1,1,100000,50000,2,steady,80.0,60.0,100.0,10
p10_w4_mod_steady_rep1,1,10000,5000,4,steady,50.0,30.0,70.0,10
p250_w1_high_steady_rep4,4,250000,125000,1,steady,80.0,60.0,100.0,10
p50_w1_mod_steady_rep4,4,50000,25000,1,steady,50.0,30.0,70.0,10
p250_w4_high_bursty_rep1,1,250000,125000,4,bursty,80.0,60.0,100.0,10
p10_w2_mod_steady_rep3,3,10000,5000,2,steady,50.0,30.0,70.0,10
p100_w1_high_bursty_rep1,1,100000,50000,1,bursty,80.0,60.0,100.0,10
p100_w4_high_bursty_rep2,2,100000,50000,4,bursty,80.0,60.0,100.0,10
p250_w1_mod_steady_rep4,4,250000,125000,1,steady,50.0,30.0,70.0,10
p10_w4_mod_bursty_rep5,5,10000,5000,4,bursty,50.0,30.0,70.0,10
p250_w1_high_steady_rep5,5,250000,125000,1,steady,80.0,60.0,100.0,10
unlim_w4_mod_bursty_rep3,3,0,0,4,bursty,50.0,30.0,70.0,10
unlim_w4_high_steady_rep4,4,0,0,4,steady,80.0,60.0,100.0,10
p100_w4_high_steady_rep3,3,100000,50000,4,steady,80.0,60.0,100.0,10
p50_w4_high_steady_rep1,1,50000,25000,4,steady,80.0,60.0,100.0,10
p50_w1_high_bursty_rep5,5,50000,25000,1,bursty,80.0,60.0,100.0,10
unlim_w2_high_bursty_rep3,3,0,0,2,bursty,80.0,60.0,100.0,10
p100_w4_high_steady_rep5,5,100000,50000,4,steady,80.0,60.0,100.0,10
unlim_w4_high_steady_rep1,1,0,0,4,steady,80.0,60.0,100.0,10
p50_w2_mod_steady_rep2,2,50000,25000,2,steady,50.0,30.0,70.0,10
p10_w1_mod_steady_rep4,4,10000,5000,1,steady,50.0,30.0,70.0,10
p100_w2_mod_steady_rep3,3,100000,50000,2,steady,50.0,30.0,70.0,10
p250_w4_mod_bursty_rep5,5,250000,125000,4,bursty,50.0,30.0,70.0,10
p50_w4_high_steady_rep3,3,50000,25000,4,steady,80.0,60.0,100.0,10
p250_w2_high_steady_rep5,5,250000,125000,2,steady,80.0,60.0,100.0,10
unlim_w4_high_steady_rep3,3,0,0,4,steady,80.0,60.0,100.0,10
p50_w4_mod_steady_rep2,2,50000,25000,4,steady,50.0,30.0,70.0,10
p10_w1_high_steady_rep4,4,10000,5000,1,steady,80.0,60.0,100.0,10
unlim_w1_high_bursty_rep4,4,0,0,1,bursty,80.0,60.0,100.0,10
p50_w4_high_bursty_rep5,5,50000,25000,4,bursty,80.0,60.0,100.0,10
p50_w4_high_steady_rep2,2,50000,25000,4,steady,80.0,60.0,100.0,10
p10_w4_mod_bursty_rep3,3,10000,5000,4,bursty,50.0,30.0,70.0,10
p10_w1_high_bursty_rep1,1,10000,5000,1,bursty,80.0,60.0,100.0,10
p10_w1_high_bursty_rep2,2,10000,5000,1,bursty,80.0,60.0,100.0,10
p250_w2_high_bursty_rep2,2,250000,125000,2,bursty,80.0,60.0,100.0,10
p10_w4_mod_steady_rep5,5,10000,5000,4,steady,50.0,30.0,70.0,10
unlim_w2_high_bursty_rep5,5,0,0,2,bursty,80.0,60.0,100.0,10
p10_w4_high_steady_rep3,3,10000,5000,4,steady,80.0,60.0,100.0,10
p50_w1_high_steady_rep2,2,50000,25000,1,steady,80.0,60.0,100.0,10
p50_w4_high_steady_rep5,5,50000,25000,4,steady,80.0,60.0,100.0,10
p100_w1_mod_bursty_rep1,1,100000,50000,1,bursty,50.0,30.0,70.0,10
p100_w2_mod_steady_rep1,1,100000,50000,2,steady,50.0,30.0,70.0,10
p10_w1_high_steady_rep3,3,10000,5000,1,steady,80.0,60.0,100.0,10
p10_w4_high_bursty_rep3,3,10000,5000,4,bursty,80.0,60.0,100.0,10
